source,metric,identity,metric_class,semantic_role,purpose,quality_definedness,current_named_use,normative_destinations,forbidden_use,review_note,normative_status,baseline_commit
cvd,gross_notional_rate_ratio,cvd/gross_notional_rate_ratio,derived_dimensionless,FLOW_STATE,Scale-free ratio form of the underlying `gross_notional_rate_ratio` quantity for contextual/historical comparison.,Direct/derived fact remains valid when its stated source observations are valid; historical Maturity is not required unless the metric itself depends on history.,,Flow context; Causal relations; Opportunity/Valuation; Hindsight,Do not label aggressive flow as pressure/confirmation/absorption or forecast direction from it alone.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
cvd,gross_notional_rate_divergence,cvd/gross_notional_rate_divergence,historical_comparison,CONTEXT_OR_MODEL_FEATURE,Current departure of the underlying `gross_notional_rate_divergence` quantity from its causal historical reference.,Requires prior causal estimator/state appropriate to the metric; undefined until that prerequisite exists.,Category:VolumeStarvation,Category(current; review semantics); Flow context; Causal relations; Opportunity/Valuation; Hindsight,Do not label aggressive flow as pressure/confirmation/absorption or forecast direction from it alone.,REVIEW: divergence sign/transform must be explicit before mapping to VolumeStarvation.,KEEP_REVIEW_CURRENT_USE,993c147ea9a3eb371c5b51d3210088bd8aec708a
cvd,gross_notional_rate_zscore,cvd/gross_notional_rate_zscore,standardized_historical_comparison,CONTEXT_OR_MODEL_FEATURE,Standardized historical unusualness of the underlying `gross_notional_rate_zscore` quantity.,"Requires a causal baseline/noise model. Definedness and estimator support matter; magnitude is unusualness, not probability.",Category:HiddenAbsorption,Category(current; review semantics); Flow context; Causal relations; Opportunity/Valuation; Hindsight,"Do not label aggressive flow as pressure/confirmation/absorption or forecast direction from it alone. Z-score is standardized unusualness, not probability/confidence and not a universal [0,1] weight.",REVIEW: high flow-rate unusualness alone does not establish HiddenAbsorption.,KEEP_REVIEW_CURRENT_USE,993c147ea9a3eb371c5b51d3210088bd8aec708a
cvd,net_notional_rate_velocity,cvd/net_notional_rate_velocity,temporal_dynamic_or_rate,CONTEXT_OR_MODEL_FEATURE,Event-time rate of change of the underlying `net_notional_rate_velocity` state.,Requires prior causal estimator/state appropriate to the metric; undefined until that prerequisite exists.,,Flow context; Causal relations; Opportunity/Valuation; Hindsight,Do not label aggressive flow as pressure/confirmation/absorption or forecast direction from it alone.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
cvd,gross_notional_rate_velocity,cvd/gross_notional_rate_velocity,temporal_dynamic_or_rate,CONTEXT_OR_MODEL_FEATURE,Event-time rate of change of the underlying `gross_notional_rate_velocity` state.,Requires prior causal estimator/state appropriate to the metric; undefined until that prerequisite exists.,,Flow context; Causal relations; Opportunity/Valuation; Hindsight,Do not label aggressive flow as pressure/confirmation/absorption or forecast direction from it alone.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
cvd,response_midpoint:from,cvd/response_midpoint:from,direct_or_derived_measurement,FLOW_STATE,Causal quote midpoint associated with the start of the flow observation.,Direct/derived fact remains valid when its stated source observations are valid; historical Maturity is not required unless the metric itself depends on history.,,Flow context; Causal relations; Opportunity/Valuation; Hindsight,Do not label aggressive flow as pressure/confirmation/absorption or forecast direction from it alone.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
cvd,response_midpoint:at,cvd/response_midpoint:at,direct_or_derived_measurement,FLOW_STATE,Causal quote midpoint at the current end of the flow observation.,Direct/derived fact remains valid when its stated source observations are valid; historical Maturity is not required unless the metric itself depends on history.,,Flow context; Causal relations; Opportunity/Valuation; Hindsight,Do not label aggressive flow as pressure/confirmation/absorption or forecast direction from it alone.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
cvd,midpoint_log_return,cvd/midpoint_log_return,direct_or_derived_measurement,FLOW_STATE,"Midpoint price response over the flow interval, separated from execution price.",Direct/derived fact remains valid when its stated source observations are valid; historical Maturity is not required unless the metric itself depends on history.,,Flow context; Causal relations; Opportunity/Valuation; Hindsight,Do not label aggressive flow as pressure/confirmation/absorption or forecast direction from it alone.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
cvd,midpoint_return_rate,cvd/midpoint_return_rate,temporal_dynamic_or_rate,FLOW_STATE,Event-time-normalized midpoint response.,Direct/derived fact remains valid when its stated source observations are valid; historical Maturity is not required unless the metric itself depends on history.,,Flow context; Causal relations; Opportunity/Valuation; Hindsight,Do not label aggressive flow as pressure/confirmation/absorption or forecast direction from it alone.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
cvd,flow_aligned_midpoint_return,cvd/flow_aligned_midpoint_return,direct_or_derived_measurement,FLOW_STATE,"Midpoint return expressed in the direction of net aggressive flow; alignment fact, not confirmation or causation.",Direct/derived fact remains valid when its stated source observations are valid; historical Maturity is not required unless the metric itself depends on history.,Category:StochasticBalance,Category(current; review semantics); Flow context; Causal relations; Opportunity/Valuation; Hindsight,Do not label aggressive flow as pressure/confirmation/absorption or forecast direction from it alone.,,KEEP_NAMED_USE,993c147ea9a3eb371c5b51d3210088bd8aec708a
cvd,midpoint_response_per_net_notional,cvd/midpoint_response_per_net_notional,direct_or_derived_measurement,FLOW_STATE,"Price response per unit signed net notional; measures flow/response efficiency, undefined at zero net notional.",Direct/derived fact remains valid when its stated source observations are valid; historical Maturity is not required unless the metric itself depends on history.,Category:HiddenAbsorption,Category(current; review semantics); Flow context; Causal relations; Opportunity/Valuation; Hindsight,Do not label aggressive flow as pressure/confirmation/absorption or forecast direction from it alone.,REVIEW: response efficiency can contextualize absorption but does not itself label HiddenAbsorption.,KEEP_REVIEW_CURRENT_USE,993c147ea9a3eb371c5b51d3210088bd8aec708a
cvd,midpoint_return_rate_baseline,cvd/midpoint_return_rate_baseline,historical_reference,CONTEXT_OR_MODEL_FEATURE,Causal historical reference for `midpoint_return_rate`.,Requires prior causal estimator/state appropriate to the metric; undefined until that prerequisite exists.,,Flow context; Causal relations; Opportunity/Valuation; Hindsight,"Do not label aggressive flow as pressure/confirmation/absorption or forecast direction from it alone. Baseline is reference state, not a trading signal.",,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
cvd,midpoint_return_rate_divergence,cvd/midpoint_return_rate_divergence,historical_comparison,CONTEXT_OR_MODEL_FEATURE,Current departure of the underlying `midpoint_return_rate_divergence` quantity from its causal historical reference.,Requires prior causal estimator/state appropriate to the metric; undefined until that prerequisite exists.,,Flow context; Causal relations; Opportunity/Valuation; Hindsight,Do not label aggressive flow as pressure/confirmation/absorption or forecast direction from it alone.,,UNMAPPED_REVIEW,993c147ea9a3eb371c5b51d3210088bd8aec708a
cvd,midpoint_return_rate_zscore,cvd/midpoint_return_rate_zscore,standardized_historical_comparison,CONTEXT_OR_MODEL_FEATURE,Standardized historical unusualness of the underlying `midpoint_return_rate_zscore` quantity.,"Requires a causal baseline/noise model. Definedness and estimator support matter; magnitude is unusualness, not probability.",Category:StochasticBalance,Category(current; review semantics); Flow context; Causal relations; Opportunity/Valuation; Hindsight,"Do not label aggressive flow as pressure/confirmation/absorption or forecast direction from it alone. Z-score is standardized unusualness, not probability/confidence and not a universal [0,1] weight.",,KEEP_NAMED_USE,993c147ea9a3eb371c5b51d3210088bd8aec708a
depthflow,observed_notional:bid,depthflow/observed_notional:bid,direct_or_derived_measurement,MUTATION_STATE,Notional carried by bid orders in this Level-3 message.,Direct event fact.,,Mutation context; Advisors; Categories; Hindsight,Do not interpret this message-local fact as total book depth.,,UNMAPPED_REVIEW,current
depthflow,observed_notional:ask,depthflow/observed_notional:ask,direct_or_derived_measurement,MUTATION_STATE,Notional carried by ask orders in this Level-3 message.,Direct event fact.,,Mutation context; Advisors; Categories; Hindsight,Do not interpret this message-local fact as total book depth.,,UNMAPPED_REVIEW,current
depthflow,observed_notional,depthflow/observed_notional,direct_or_derived_measurement,MUTATION_STATE,Total notional carried by orders in this Level-3 message.,Direct event fact.,,Mutation context; Advisors; Categories; Hindsight,Do not interpret this message-local fact as total book depth.,,UNMAPPED_REVIEW,current
depthflow,observed_notional_imbalance,depthflow/observed_notional_imbalance,derived_dimensionless,MUTATION_STATE,Bid-vs-ask imbalance among notionals present in this message.,Defined when observed notional is positive.,advisor:flow,Advisor:Flow; Mutation context; Hindsight,Do not interpret event imbalance as full-book imbalance or intent.,,KEEP_NAMED_USE,current
depthflow,add_notional:bid,depthflow/add_notional:bid,direct_or_derived_measurement,MUTATION_STATE,Notional of bid add events in this message.,Direct event fact.,,Mutation context; Hindsight,Do not infer persistence after this event.,,UNMAPPED_REVIEW,current
